timestamp,raw_gesture,raw_conf,stable_gesture,stable_ratio
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:05,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:06,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:07,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:08,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:09,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:10,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:11,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:12,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:13,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:14,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:15,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:16,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:17,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:18,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:19,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:20,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:21,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:22,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:23,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:24,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:25,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:26,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:27,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:28,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:29,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:30,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:31,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:32,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:33,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:34,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:35,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
2026-04-23 19:24:36,NONE,0.00,NONE,1.00
